elevation,aspect,slope,hdist2water,vdist2water,hdist2road,shade_9am,shade_noon,shade_3pm,hdist2fire,w1,w2,w3,s1,s2,cov_type
2432,343,19,319,128,808,180,208,166,571,0,0,0,0,1,6
2244,337,30,270,107,1068,141,184,174,845,0,0,0,0,1,6
2335,265,25,153,65,1230,149,242,227,361,0,0,0,0,1,6
2375,276,26,134,41,212,142,235,228,218,0,0,1,0,1,6
2548,3,10,240,20,484,206,220,152,1350,0,0,1,1,0,6
2388,68,4,0,0,618,224,231,142,1080,0,0,1,0,0,6
2699,329,33,150,29,1645,124,181,186,1560,0,0,1,0,1,6
2481,230,11,564,269,993,203,250,183,666,0,0,0,1,0,6
2442,56,14,85,3,300,228,211,113,1213,0,0,0,0,1,6
2091,323,25,30,19,726,149,205,192,912,0,0,0,0,0,6
2497,62,13,182,69,807,230,213,113,499,0,0,0,0,1,6
2503,81,17,300,109,764,241,208,92,969,0,0,1,1,0,6
2669,332,27,175,76,1237,149,196,180,1959,0,0,1,0,1,6
2194,340,17,30,0,1434,183,214,169,576,0,0,0,0,0,6
2678,68,22,95,24,2107,236,192,76,1981,0,0,1,0,1,6
2067,0,21,270,9,755,184,196,145,900,0,0,0,1,0,6
2647,57,13,150,38,2234,228,212,115,2192,0,0,1,0,1,6
2739,32,16,175,44,1140,215,204,122,454,0,0,1,1,0,6
2402,3,12,30,10,725,204,217,150,1140,0,0,1,0,1,6
2333,95,13,255,18,360,240,220,108,1092,0,0,0,0,1,6
2126,293,27,127,59,624,134,222,223,830,0,0,0,0,1,6
2777,0,7,430,126,1910,210,228,155,2010,0,0,1,0,1,6
2536,20,24,150,61,2100,195,182,114,722,0,0,1,0,1,6
2715,67,6,30,3,1129,227,228,135,1328,0,0,1,0,0,6
2469,112,9,150,25,524,237,230,124,1409,0,0,0,1,0,6
2373,8,13,124,54,1048,205,215,146,794,0,0,0,0,1,6
2036,61,29,30,14,319,229,168,52,351,0,0,0,1,0,6
2307,75,28,162,91,633,240,176,47,1044,0,0,0,1,0,6
2787,309,27,421,228,1181,138,211,209,871,0,0,1,1,0,6
2334,85,13,212,71,1026,239,217,106,837,0,0,0,0,1,6
2330,111,18,30,9,1072,248,217,90,1374,0,0,0,0,1,6
2058,263,23,361,-5,466,157,244,222,977,0,0,0,1,0,6
2391,319,10,0,0,1318,193,231,177,743,0,0,0,0,1,6
2476,348,14,60,8,1448,193,216,161,812,0,0,1,0,1,6
2709,22,12,351,31,2357,212,214,137,1740,0,0,1,1,0,6
2435,40,23,108,41,767,215,183,92,1077,0,0,1,0,1,6
2607,40,22,120,7,598,215,185,94,1263,0,0,1,0,1,6
2461,346,16,216,10,892,186,212,163,1026,0,0,0,0,1,6
2323,35,24,150,8,277,209,179,94,1091,0,0,0,0,1,6
2528,72,8,42,0,2164,229,226,130,2135,0,0,1,0,0,6
2607,312,32,67,36,1699,118,198,211,1289,0,0,1,0,1,6
2449,225,11,30,7,1872,205,251,182,175,0,0,1,1,0,6
2571,339,8,190,53,1929,203,228,164,658,0,0,1,0,1,6
2624,280,24,150,83,1664,147,234,223,1516,0,0,1,0,1,6
2343,62,13,30,4,212,230,213,113,242,0,0,1,0,1,6
2588,311,25,120,63,1128,144,213,205,1556,0,0,1,1,0,6
2489,342,11,469,75,437,197,223,165,968,0,0,0,1,0,6
2131,65,32,95,36,503,231,159,36,771,0,0,0,0,1,6
2400,276,20,30,3,306,162,240,215,309,0,0,1,0,0,6
2702,26,10,201,23,2250,215,218,138,1965,0,0,1,1,0,6
2316,292,19,295,150,1348,164,233,208,872,0,0,0,0,1,6
2383,55,30,95,58,301,223,163,53,331,0,0,1,0,1,6
2524,18,28,150,35,2010,187,170,107,785,0,0,1,0,1,6
2301,353,18,255,76,990,187,206,155,1261,0,0,0,0,1,6
2416,14,26,42,16,1033,185,176,118,1153,0,0,1,0,1,6
2501,27,15,234,39,513,212,207,128,1354,0,0,1,0,1,6
2552,310,24,216,78,685,146,215,205,571,0,0,1,0,1,6
2477,49,10,67,7,997,224,218,126,878,0,0,1,0,1,6
2847,295,20,503,288,1265,159,230,209,994,0,0,1,1,0,6
2689,332,20,300,78,2012,170,211,178,2415,0,0,1,0,1,6
2366,16,12,0,0,722,209,214,141,1199,0,0,0,0,0,6
2573,48,22,124,37,268,222,187,89,1503,0,0,1,0,1,6
2680,333,21,270,69,2018,166,207,177,2445,0,0,1,1,0,6
2330,127,12,0,0,270,240,232,119,324,0,0,1,0,1,6
2511,46,19,67,17,1747,222,195,100,566,0,0,1,0,1,6
2471,27,19,201,52,319,209,197,119,1112,0,0,0,0,1,6
2408,11,32,95,18,811,169,158,111,1087,0,0,1,0,1,6
2518,7,24,95,16,1650,184,187,133,968,0,0,1,0,1,6
2535,57,5,95,4,2534,223,229,142,2460,0,0,1,0,0,6
2373,294,23,108,31,1320,151,228,214,331,0,0,0,0,1,6
2720,327,19,360,109,1934,170,215,183,2363,0,0,1,0,1,6
2507,108,6,60,9,382,231,233,136,1521,0,0,0,1,0,6
2351,267,22,124,34,1350,160,243,219,379,0,0,0,0,1,6
2526,1,17,150,13,335,194,206,148,1399,0,0,1,0,1,6
2445,343,23,218,57,591,168,199,166,1337,0,0,0,0,1,6
2593,14,18,306,104,1986,201,200,133,700,0,0,1,0,1,6
1996,314,21,170,34,503,159,218,197,636,0,0,0,0,1,6
2534,180,4,0,0,1316,221,242,156,1376,0,0,1,0,0,6
2338,325,17,42,10,1411,177,220,182,301,0,0,0,0,0,6
2200,295,31,216,112,870,121,215,227,908,0,0,0,0,1,6
2332,140,7,0,0,210,231,238,140,242,0,0,1,0,1,6
2435,272,16,430,35,960,175,243,206,212,0,0,0,0,1,6
2223,343,23,67,30,1368,167,198,166,638,0,0,0,0,1,6
2382,347,22,108,28,731,174,199,160,1189,0,0,0,0,1,6
2521,187,17,30,1,1099,220,250,158,1565,0,0,1,0,1,6
2445,311,18,192,30,1418,168,224,196,531,0,0,0,0,1,6
1909,21,22,180,60,150,199,187,117,755,0,0,0,1,0,6
2437,359,20,300,111,1507,187,200,147,391,0,0,0,0,1,6
2613,204,31,0,0,2241,186,249,178,631,0,0,1,0,1,6
2429,292,21,120,51,607,157,231,212,446,0,0,0,0,1,6
2444,358,15,212,-5,1012,196,211,152,150,0,0,0,1,0,6
2108,312,14,67,4,990,182,229,187,713,0,0,0,0,1,6
2405,360,31,306,135,752,158,165,132,618,0,0,0,0,1,6
2316,345,19,295,113,957,179,206,163,1260,0,0,0,0,1,6
2328,116,22,108,45,1115,251,214,79,1084,0,0,0,0,1,6
2206,57,30,228,73,573,224,162,50,234,0,0,0,0,1,6
2113,42,37,272,49,466,199,136,43,1020,0,0,0,1,0,6
2255,355,17,390,115,693,190,207,153,90,0,0,0,0,1,6
2499,334,20,108,47,774,170,209,176,553,0,0,1,0,1,6
1914,3,25,180,63,150,179,185,136,750,0,0,0,1,0,6
2677,42,6,150,38,1959,221,227,142,2372,0,0,1,1,0,6
2626,300,28,150,67,1146,131,216,219,693,0,0,1,1,0,6
2227,343,6,30,-3,1301,208,231,161,631,0,0,0,0,0,6
2409,1,19,150,66,967,189,200,145,693,0,0,0,0,1,6
2543,15,25,180,68,2040,189,180,119,743,0,0,1,0,1,6
2314,46,15,95,0,216,224,207,114,1205,0,0,0,0,1,6
2319,338,24,30,12,1315,159,197,172,859,0,0,0,0,1,6
2578,303,19,42,11,1252,164,227,202,765,0,0,1,1,0,6
2619,79,15,283,111,1451,239,211,98,1812,0,0,1,1,0,6
2472,319,17,162,41,1332,173,221,188,492,0,0,0,0,1,6
2416,104,16,95,18,560,246,217,95,1440,0,0,0,1,0,6
2519,50,8,0,0,1168,224,222,132,1698,0,0,1,0,1,6
2525,285,9,330,99,618,194,240,186,323,0,0,0,1,0,6
2376,21,20,30,2,730,203,193,121,1144,0,0,0,0,1,6
2705,70,6,216,51,2229,227,228,135,2075,0,0,1,1,0,6
2178,38,26,95,31,335,210,174,86,659,0,0,0,0,1,6
2507,334,17,127,49,750,179,215,174,531,0,0,1,0,1,6
2569,274,20,150,51,924,162,241,216,1760,0,0,1,1,0,6
2358,326,23,0,0,430,158,208,186,693,0,0,1,0,1,6
2776,309,9,430,119,1846,194,234,180,1982,0,0,1,0,1,6
2708,63,8,242,54,2244,227,224,131,2078,0,0,1,1,0,6
2454,43,17,90,4,999,221,201,110,1320,0,0,1,1,0,6
2607,311,21,150,82,1168,158,220,200,1548,0,0,1,1,0,6
2408,6,24,108,58,999,182,184,132,713,0,0,0,0,1,6
2449,40,7,309,79,1062,221,224,139,883,0,0,0,1,0,6
2703,34,10,228,49,2218,219,218,134,2048,0,0,1,1,0,6
2208,22,15,342,79,570,209,207,131,108,0,0,0,0,1,6
2766,335,25,190,-11,1296,156,198,176,1974,0,0,1,0,1,6
2019,264,22,342,97,451,158,244,221,892,0,0,0,1,0,6
2256,76,29,108,53,702,241,172,41,968,0,0,0,0,1,6
2453,128,11,210,55,601,238,233,124,1434,0,0,0,1,0,6
2682,302,33,150,97,1570,113,205,222,1224,0,0,1,0,1,6
2450,82,12,30,7,430,236,219,113,808,0,0,1,0,0,6
2538,117,8,0,0,1448,234,233,131,698,0,0,1,0,1,6
2429,107,9,60,-4,451,236,229,124,1366,0,0,0,1,0,6
2134,268,24,268,70,480,152,241,224,1061,0,0,0,1,0,6
2424,105,10,85,5,60,237,228,120,361,0,0,1,0,1,6
2572,40,22,134,39,258,215,185,94,1463,0,0,1,0,1,6
2574,130,4,0,0,1581,226,237,146,2773,0,0,1,0,0,6
2488,318,27,85,21,793,138,203,199,648,0,0,1,0,1,6
2450,22,17,30,6,285,207,201,126,1008,0,0,1,0,1,6
2381,38,16,216,91,932,218,203,115,918,0,0,0,0,1,6
1910,355,31,134,60,108,154,169,141,631,0,0,0,0,1,6
2751,322,14,351,140,1800,184,226,181,2418,0,0,1,0,1,6
2275,317,24,108,42,1167,151,211,197,765,0,0,0,0,1,6
2416,66,20,30,14,408,235,195,84,404,0,0,0,0,1,6
2135,332,29,95,61,750,139,189,182,949,0,0,0,0,1,6
2444,4,21,234,94,875,188,195,140,598,0,0,0,0,1,6
2390,288,20,120,46,942,161,234,212,1594,0,0,0,0,1,6
2342,311,29,67,37,872,129,204,209,815,0,0,0,0,1,6
1962,4,20,0,0,361,189,196,140,582,0,0,0,1,0,6
2493,354,19,335,65,741,184,203,154,466,0,0,0,0,1,6
2282,12,21,60,19,1050,194,193,130,900,0,0,0,0,1,6
2392,14,29,30,17,1084,180,167,111,774,0,0,0,0,1,6
2607,315,26,212,110,828,142,208,202,391,0,0,1,1,0,6
1965,48,32,247,110,240,212,153,52,932,0,0,0,1,0,6
2414,120,16,255,73,655,246,224,102,1429,0,0,0,1,0,6
2201,332,24,30,13,1673,155,201,181,175,0,0,0,0,0,6
1903,5,13,42,4,201,203,214,148,708,0,0,0,1,0,6
2412,270,20,60,28,532,163,242,216,417,0,0,0,0,1,6
2434,185,19,390,164,1055,220,250,155,511,0,0,0,1,0,6
2618,318,19,60,30,1265,165,219,192,1374,0,0,1,1,0,6
2209,333,26,240,81,594,152,197,179,153,0,0,0,0,1,6
2299,33,19,108,36,1126,213,194,110,847,0,0,0,1,0,6
2463,278,10,459,210,866,191,242,190,474,0,0,0,1,0,6
2424,297,11,272,80,1074,189,237,187,1433,0,0,0,1,0,6
2424,277,12,218,57,680,186,242,195,1390,0,0,0,0,1,6
1990,11,36,212,141,190,158,143,101,752,0,0,0,0,1,6
2317,322,28,30,18,1008,138,199,195,930,0,0,0,0,1,6
2448,57,12,0,0,1100,228,215,119,808,0,0,1,0,1,6
2647,248,24,42,8,1458,161,249,220,1236,0,0,1,0,1,6
2003,60,35,309,154,285,222,146,28,812,0,0,0,1,0,6
2453,0,16,210,3,1019,195,209,150,180,0,0,0,1,0,6
2391,43,11,0,0,306,222,215,126,484,0,0,1,0,0,6
2696,73,5,270,18,2207,226,230,139,1804,0,0,1,1,0,6
2228,358,7,30,0,1316,209,227,156,618,0,0,0,0,0,6
2327,11,10,95,7,283,210,221,147,1271,0,0,0,0,1,6
2054,17,25,335,-126,685,191,178,114,721,0,0,0,0,1,6
2519,38,3,228,51,743,219,233,150,953,0,0,1,1,0,6
2127,320,31,67,40,858,127,195,200,845,0,0,0,0,1,6
2359,90,21,108,38,1113,247,201,72,1291,0,0,0,0,1,6
2352,42,26,120,74,1273,214,174,81,1127,0,0,0,0,1,6
2509,34,25,201,-64,940,207,176,93,1149,0,0,1,0,1,6
2353,45,7,0,0,1248,222,225,138,618,0,0,0,0,0,6
2213,16,22,295,77,612,196,189,123,175,0,0,0,0,1,6
2252,306,25,190,70,1312,145,217,209,750,0,0,0,0,1,6
2695,18,10,182,24,2188,212,219,143,1969,0,0,1,1,0,6
2434,354,15,480,90,878,194,213,156,1390,0,0,0,0,1,6
2407,309,15,108,29,1236,178,229,191,247,0,0,0,0,1,6
2357,50,27,67,15,210,220,169,67,242,0,0,1,0,1,6
2347,101,16,30,-1,437,245,217,97,841,0,0,1,0,0,6
2494,312,13,30,5,1254,185,230,185,1130,0,0,1,0,0,6
2398,9,20,127,55,994,194,197,135,721,0,0,0,0,1,6
2380,270,25,60,48,192,147,239,227,216,0,0,1,0,0,6
2590,74,12,335,62,661,235,216,111,1421,0,0,1,1,0,6
2505,172,13,30,7,949,228,246,147,1572,0,0,1,0,0,6
2475,135,3,301,41,696,224,238,150,1290,0,0,0,1,0,6
2397,318,20,190,74,1440,163,218,192,362,0,0,0,0,1,6
2290,336,25,228,97,930,156,197,174,1200,0,0,0,0,1,6
2527,12,23,120,37,1590,190,188,128,983,0,0,1,0,1,6
2525,284,6,212,42,90,204,240,176,1786,0,0,0,1,0,6
2393,326,19,108,21,1024,170,216,184,847,0,0,0,0,1,6
2430,356,31,95,29,402,155,168,138,569,0,0,1,0,1,6
2678,292,26,247,119,1134,138,224,222,730,0,0,1,1,0,6
2430,321,25,234,102,722,150,208,194,1253,0,0,0,0,1,6
2358,104,22,85,32,1084,251,206,72,1307,0,0,0,0,1,6
2397,24,28,192,54,661,192,168,99,474,0,0,0,0,1,6
2832,92,22,446,151,1006,248,199,68,424,0,0,1,1,0,6
2405,119,26,150,52,85,253,207,64,295,0,0,1,0,1,6
2406,343,5,30,4,437,210,232,161,361,0,0,0,0,1,6
2011,275,16,323,89,480,174,242,206,854,0,0,0,1,0,6
2283,283,11,150,50,1380,188,240,192,604,0,0,0,1,0,6
2399,326,18,85,19,900,174,218,183,966,0,0,0,0,1,6
2182,319,28,30,15,1401,136,201,199,604,0,0,0,0,1,6
2729,299,29,330,170,1173,125,214,222,812,0,0,1,1,0,6
2713,315,14,256,157,1782,181,228,186,1433,0,0,1,0,1,6
2463,318,19,67,19,663,167,220,191,646,0,0,1,0,0,6
2121,121,1,0,0,430,221,237,152,450,0,0,0,0,1,6
2519,48,20,108,26,1312,223,191,94,1339,0,0,1,0,1,6
2397,18,9,0,0,819,213,221,144,1050,0,0,0,0,0,6
2525,12,26,90,25,1770,185,179,122,973,0,0,1,0,1,6
2453,61,19,30,5,1095,232,197,90,836,0,0,1,0,1,6
2317,27,23,134,54,1140,203,183,107,805,0,0,0,0,1,6
2606,22,12,408,28,1535,212,214,137,1805,0,0,1,0,1,6
2506,38,19,212,33,524,216,194,106,1347,0,0,1,0,1,6
2254,342,16,85,20,1501,185,214,167,671,0,0,0,1,0,6
2385,89,21,170,80,1130,246,202,75,1224,0,0,0,1,0,6
2328,6,12,30,8,1501,205,217,148,510,0,0,0,0,1,6
1927,54,25,190,76,175,225,177,71,735,0,0,0,1,0,6
2633,128,11,0,0,2358,238,233,125,2516,0,0,1,0,1,6
2430,98,16,162,46,612,244,216,96,1490,0,0,0,1,0,6
2376,308,21,85,39,797,160,223,201,1136,0,0,0,0,1,6
2343,323,31,60,38,912,128,191,195,842,0,0,0,0,1,6
2391,329,25,360,158,892,153,202,184,1050,0,0,0,0,1,6
2363,302,21,350,135,977,155,225,207,973,0,0,0,0,1,6
2257,54,18,108,10,1299,228,197,96,582,0,0,0,1,0,6
2397,270,31,67,25,1387,127,233,237,680,0,0,0,0,1,6
2794,335,23,150,28,1698,161,202,176,1608,0,0,1,0,1,6
2519,349,5,127,9,319,211,232,159,1557,0,0,0,1,0,6
2084,43,21,30,0,90,219,190,97,771,0,0,0,0,1,6
2430,348,18,192,9,1090,183,208,161,127,0,0,0,0,1,6
2392,17,5,90,7,212,216,229,151,362,0,0,1,0,1,6
2713,73,11,371,-14,735,233,218,115,272,0,0,1,0,1,6
2165,13,28,234,24,481,182,171,115,859,0,0,0,0,1,6
2473,258,16,150,62,1377,179,248,206,582,0,0,0,0,1,6
2218,316,34,210,145,648,112,189,206,908,0,0,0,0,1,6
2310,297,29,319,158,824,126,216,223,1159,0,0,0,0,1,6
2319,355,10,42,8,255,203,222,157,1226,0,0,0,0,1,6
2319,329,10,0,0,1207,196,228,172,940,0,0,0,0,1,6
2350,255,20,30,12,277,170,248,214,661,0,0,1,0,0,6
2403,224,19,306,133,1095,191,254,195,430,0,0,0,1,0,6
2337,356,31,60,21,920,154,168,140,953,0,0,0,0,1,6
2395,94,31,120,57,362,250,176,30,430,0,0,1,0,1,6
2668,56,7,0,0,1998,225,225,134,1756,0,0,1,0,0,6
2414,140,4,60,0,30,226,238,147,268,0,0,1,1,0,6
2569,10,12,242,-32,1371,206,215,145,1200,0,0,1,0,1,6
2101,57,31,120,50,182,224,161,48,480,0,0,0,0,1,6
1942,3,12,0,0,360,204,217,150,618,0,0,0,1,0,6
2401,128,14,153,45,700,243,230,113,1252,0,0,0,1,0,6
2474,356,15,30,7,1478,195,212,154,815,0,0,1,0,1,6
2722,52,13,335,-5,771,227,212,117,306,0,0,1,0,1,6
2286,253,33,60,20,1500,131,241,235,722,0,0,0,1,0,6
2398,260,7,30,3,488,203,244,179,636,0,0,1,0,0,6
1950,7,35,190,101,162,157,151,114,691,0,0,0,0,1,6
2814,333,12,95,7,1392,193,225,171,1958,0,0,1,1,0,6
2429,79,19,499,93,691,241,202,83,1338,0,0,0,0,1,6
2499,298,11,30,7,845,188,236,188,1691,0,0,1,1,0,6
2284,11,30,258,103,891,174,164,114,752,0,0,0,0,1,6
2527,49,23,42,17,1254,222,183,83,1575,0,0,1,0,1,6
2435,344,16,391,165,933,187,214,165,947,0,0,0,1,0,6
2379,57,21,85,2,124,229,191,86,242,0,0,1,0,1,6
2428,60,26,60,23,997,229,175,63,680,0,0,0,0,1,6
2537,140,11,0,0,700,236,237,130,1031,0,0,1,0,1,6
2610,15,11,330,8,1782,211,218,143,864,0,0,1,0,1,6
2562,49,16,150,34,488,225,205,110,1513,0,0,1,0,1,6
2464,52,23,277,67,576,225,184,81,1041,0,0,1,0,1,6
2103,316,28,124,71,379,134,203,203,552,0,0,0,0,1,6
2459,108,5,0,0,108,228,234,141,1218,0,0,1,0,1,6
2214,292,25,150,77,1146,143,226,220,726,0,0,0,0,1,6
2459,333,27,170,88,711,147,194,179,927,0,0,1,0,1,6
2584,60,22,95,24,2869,231,189,79,940,0,0,1,0,1,6
2515,72,8,30,-2,339,229,226,130,1556,0,0,1,0,1,6
2340,315,22,42,15,1075,156,216,198,1466,0,0,0,0,1,6
2698,67,5,175,-4,1973,226,229,138,2630,0,0,1,1,0,6
1891,27,27,90,32,124,197,172,98,752,0,0,0,1,0,6
2431,273,25,127,46,1448,147,238,226,616,0,0,0,0,1,6
2146,46,30,240,82,488,213,160,61,1048,0,0,0,1,0,6
2341,250,19,90,59,977,175,250,210,968,0,0,0,0,1,6
2381,98,21,124,55,1041,249,205,73,1273,0,0,0,0,1,6
2466,191,2,0,0,825,219,241,158,1242,0,0,1,0,0,6
2268,295,13,90,28,1663,184,236,192,994,0,0,0,1,0,6
2471,206,13,175,21,875,211,252,173,124,0,0,0,1,0,6
2336,26,21,216,73,1116,205,190,114,759,0,0,0,0,1,6
2422,110,15,256,66,800,244,222,103,1237,0,0,0,1,0,6
2441,36,28,127,40,1158,205,166,80,914,0,0,1,0,1,6
2680,38,15,30,-1,2100,218,205,118,2609,0,0,1,0,1,6
2395,6,23,108,28,693,185,189,135,1213,0,0,0,0,1,6
2587,16,20,150,39,390,199,194,127,1248,0,0,1,0,1,6
2435,318,38,134,58,741,99,178,204,979,0,0,1,0,1,6
2383,102,20,30,-8,655,249,209,80,1050,0,0,1,0,0,6
2569,25,9,153,2,1660,216,221,141,1819,0,0,1,1,0,6
2741,262,13,0,0,1033,189,246,196,1489,0,0,1,0,0,6
2479,225,8,457,118,792,210,248,174,1343,0,0,0,1,0,6
2740,76,20,60,11,1008,240,199,82,1409,0,0,1,0,0,6
2561,303,31,85,39,1557,121,208,220,1622,0,0,1,0,1,6
2372,100,28,60,35,150,252,190,46,234,0,0,1,0,1,6
2351,306,16,153,79,1082,173,229,195,771,0,0,0,0,1,6
2418,353,31,120,62,591,152,170,145,805,0,0,1,0,1,6
2625,319,17,120,64,1261,175,222,187,1434,0,0,1,1,0,6
2756,353,8,335,61,1742,207,227,158,2431,0,0,1,0,1,6
2726,23,12,391,48,2424,212,214,136,1744,0,0,1,1,0,6
2378,348,19,408,72,999,181,205,160,1200,0,0,0,0,1,6
2454,161,9,153,20,547,230,242,144,1415,0,0,0,1,0,6
2414,21,14,300,88,990,209,208,133,1149,0,0,0,1,0,6
2292,344,14,30,9,1216,192,218,164,1243,0,0,0,0,1,6
2436,26,9,90,2,301,216,220,140,1209,0,0,0,0,1,6
2538,135,4,30,2,1276,226,238,147,1357,0,0,1,0,0,6
2611,335,15,30,7,1900,185,218,172,2772,0,0,1,0,0,6
2521,8,14,30,6,1954,203,212,145,1945,0,0,1,0,0,6
2447,317,24,390,13,779,151,211,197,1173,0,0,0,0,1,6
2245,72,12,90,14,1332,233,217,114,560,0,0,0,1,0,6
2566,336,19,258,113,594,175,211,173,391,0,0,1,0,1,6
2331,319,5,228,121,1034,207,235,167,631,0,0,0,0,1,6
2485,61,5,0,0,1237,224,229,141,1121,0,0,1,0,0,6
2387,266,26,120,34,127,146,240,228,95,0,0,1,1,0,6
2510,323,21,30,12,1454,163,214,188,1752,0,0,1,0,1,6
2356,135,23,124,26,430,248,223,90,1317,0,0,0,1,0,6
2629,69,24,175,35,2212,237,186,68,713,0,0,1,0,1,6
2182,341,29,42,19,751,148,184,167,1022,0,0,0,0,1,6
2042,336,38,390,191,360,112,161,171,960,0,0,0,0,1,6
2582,88,7,30,4,1943,231,228,129,2067,0,0,1,0,1,6
2157,354,31,120,38,488,154,171,144,270,0,0,0,0,1,6
2591,23,14,272,17,1638,212,210,133,1851,0,0,1,0,1,6
2471,6,19,495,127,870,194,200,140,1458,0,0,0,1,0,6
2434,68,19,450,98,696,236,198,86,1379,0,0,0,0,1,6
1895,357,22,120,44,90,181,195,148,696,0,0,0,1,0,6
2521,165,11,0,0,2059,230,244,144,2012,0,0,1,0,0,6
2403,23,19,30,9,752,205,195,121,1159,0,0,1,0,1,6
2450,347,8,376,82,1082,204,227,161,890,0,0,0,1,0,6
2357,347,11,30,2,1195,198,222,162,671,0,0,0,0,0,6
2572,95,30,234,40,1987,251,180,35,703,0,0,1,0,1,6
2173,298,29,228,110,636,126,215,222,865,0,0,0,0,1,6
2303,41,31,150,87,618,206,155,64,968,0,0,0,0,1,6
2239,113,31,67,36,721,254,193,42,990,0,0,0,0,1,6
2331,33,16,210,68,1003,215,205,121,866,0,0,0,1,0,6
2132,11,12,30,5,1195,207,214,144,570,0,0,0,0,0,6
2549,33,11,240,21,497,218,215,132,1368,0,0,1,0,1,6
2032,19,31,285,183,268,180,158,98,810,0,0,0,0,1,6
2187,332,25,210,59,594,153,198,180,190,0,0,0,0,1,6
2744,321,23,400,185,1075,155,211,193,751,0,0,1,1,0,6
2319,51,28,90,36,1254,221,169,65,1131,0,0,0,0,1,6
2732,326,18,256,86,1956,172,217,183,2163,0,0,1,0,1,6
2555,319,21,201,97,638,162,216,192,457,0,0,1,0,1,6
2557,126,6,0,0,1939,231,236,137,484,0,0,1,0,1,6
2472,306,7,295,38,684,201,236,174,1266,0,0,0,1,0,6
2614,117,12,95,14,2103,240,229,117,2207,0,0,1,0,1,6
2737,20,12,458,59,2486,212,215,139,1687,0,0,1,1,0,6
2095,345,24,108,74,277,165,194,163,446,0,0,0,0,1,6
2607,80,12,192,25,2915,236,219,113,1008,0,0,1,0,1,6
2666,343,17,67,17,2040,184,212,166,2448,0,0,1,0,1,6
2104,341,26,30,13,467,157,192,168,365,0,0,0,0,1,6
2409,246,22,331,139,1061,169,250,215,395,0,0,0,0,1,6
2624,20,14,277,16,1806,209,210,135,2049,0,0,1,0,1,6
2378,326,23,360,148,920,157,207,187,1024,0,0,0,0,1,6
2446,14,21,192,65,794,196,193,128,793,0,0,1,0,1,6
2372,319,21,323,89,1140,162,216,192,1032,0,0,0,0,1,6
2125,350,29,150,89,470,154,177,151,713,0,0,0,0,1,6
2248,4,24,42,13,1507,181,186,136,661,0,0,0,1,0,6
2328,320,22,90,22,920,158,213,192,1026,0,0,0,0,1,6
2767,50,23,201,94,1200,223,183,82,532,0,0,1,1,0,6
2443,344,16,201,39,426,186,213,165,1180,0,0,0,0,1,6
2583,298,31,67,42,1682,118,211,225,1492,0,0,1,0,1,6
2145,46,28,192,92,255,215,166,69,503,0,0,0,0,1,6
2296,285,17,67,9,1406,171,238,206,751,0,0,0,0,1,6
2308,295,15,67,5,1470,178,235,197,513,0,0,0,0,1,6
2546,23,16,268,56,1445,208,203,128,1082,0,0,1,0,1,6
2402,278,26,153,49,216,141,233,227,190,0,0,1,1,0,6
2448,60,20,272,90,781,231,194,87,1296,0,0,0,1,0,6
2431,214,25,0,0,1761,188,254,190,283,0,0,1,0,1,6
2484,48,13,0,0,1194,224,211,119,947,0,0,1,0,1,6
2369,351,18,182,86,1236,186,207,158,1087,0,0,0,0,1,6
2624,81,17,30,-5,2182,241,208,92,2588,0,0,1,0,0,6
2380,93,29,60,8,598,250,183,41,999,0,0,1,0,1,6
2539,324,15,85,5,1422,182,223,181,1415,0,0,1,0,1,6
2021,36,19,90,36,234,215,195,108,366,0,0,0,0,1,6
2340,18,6,30,4,418,216,227,149,1463,0,0,0,0,0,6
2413,257,28,67,28,1383,141,243,231,679,0,0,0,0,1,6
1863,37,17,120,18,90,217,202,115,769,0,0,0,1,0,6
2428,354,14,0,0,700,196,215,156,1167,0,0,0,0,0,6
2492,311,34,85,34,765,112,195,213,577,0,0,1,0,1,6
2358,0,17,180,75,1266,193,206,148,1073,0,0,0,0,1,6
2596,81,21,134,2,1935,243,197,74,2010,0,0,1,0,1,6
2542,35,25,108,24,2405,208,177,92,684,0,0,1,0,1,6
2371,224,33,162,105,1426,157,248,209,716,0,0,0,1,0,6
1929,342,16,0,0,300,186,214,166,680,0,0,0,1,0,6
2762,0,8,0,0,830,208,225,154,1537,0,0,1,0,0,6
2467,0,14,0,0,638,199,213,151,1254,0,0,0,0,1,6
2427,12,15,384,157,949,203,207,139,972,0,0,0,1,0,6
2441,80,16,30,11,391,240,209,94,824,0,0,1,0,0,6
2602,323,28,120,-10,1437,139,199,193,1739,0,0,1,0,1,6
1926,354,34,150,77,124,143,159,139,660,0,0,0,0,1,6
2056,55,30,342,207,323,223,162,53,870,0,0,0,0,1,6
2354,57,28,42,15,242,226,168,57,272,0,0,1,0,1,6
2125,88,29,108,30,474,248,180,40,742,0,0,0,1,0,6
2538,194,22,67,10,1138,210,252,165,1328,0,0,1,0,1,6
2571,66,11,446,125,616,231,218,118,1126,0,0,1,1,0,6
2622,288,26,134,86,1648,139,228,224,1530,0,0,1,0,1,6
2048,322,30,60,33,270,129,193,195,384,0,0,0,0,1,6
2376,321,23,127,65,832,156,212,192,726,0,0,0,0,1,6
2507,12,19,30,11,1588,196,197,133,1584,0,0,1,0,0,6
